"store_name","store_street","store_city","store_state","store_zip_code","order_url","restaurant_id","location","category","category_slug","name","slug","product_id","chainproductid","price","price_display","base_price","base_price_display","min_price","max_price","price_range_display","price_type","pricing_note","option_groups","price_override","base_calories","max_calories","calories","description","image","available","has_modifiers","unavailable_handoff_modes"
"Jubilee Square","6860 Highway 90","Daphne","AL","36526","https://order.fiveguys.com/location/daphne/menu","3802","Five Guys Daphne","Burgers","burgers","Hamburger","hamburger","60352650","87072","9.65","$9.65","","","","","","fixed","","[]","","840","","840","Fresh, hand-formed patties hot off the grill and placed on a soft, toasted sesame seed bun. Choose as many toppings as you want.","https://nomnom-files.fiveguys.com/global/assets/HAMBURGER_16_9+1455X819.jpg","True","","[]"
"Jubilee Square","6860 Highway 90","Daphne","AL","36526","https://order.fiveguys.com/location/daphne/menu","3802","Five Guys Daphne","Burgers","burgers","Little Hamburger","little-hamburger","226580","87073","7.65","$7.65","","","","","","fixed","","[]","","540","","540","Fresh, hand-formed patty hot off the grill. Add as many toppings as you want.","https://nomnom-files.fiveguys.com/global/assets/LITTLEHAMBURGER_16_9+1283X722.jpg","True","","[]"
"Jubilee Square","6860 Highway 90","Daphne","AL","36526","https://order.fiveguys.com/location/daphne/menu","3802","Five Guys Daphne","Burgers","burgers","Cheeseburger","cheeseburger","226586","87074","10.35","$10.35","","","","","","fixed","","[]","","980","","980","American-style cheese melted between fresh patties and placed on a soft, toasted sesame seed bun. Choose as many toppings as you want.","https://nomnom-files.fiveguys.com/global/assets/CHEESEBURGER_16_9+1494X841.jpg","True","","[]"
"Jubilee Square","6860 Highway 90","Daphne","AL","36526","https://order.fiveguys.com/location/daphne/menu","3802","Five Guys Daphne","Burgers","burgers","Little Cheeseburger","little-cheeseburger","226592","87075","8.35","$8.35","","","","","","fixed","","[]","","610","","610","Fresh, hand-formed patty hot off the grill with American- style cheese. Add as many toppings as you want.","https://nomnom-files.fiveguys.com/global/assets/LITTLECHEESEBURGER_16_9+1291X726.jpg","True","","[]"
"Jubilee Square","6860 Highway 90","Daphne","AL","36526","https://order.fiveguys.com/location/daphne/menu","3802","Five Guys Daphne","Burgers","burgers","Bacon Burger","bacon-burger","226598","87076","10.65","$10.65","","","","","","fixed","","[]","","920","","920","Hand-formed patties hot off the grill, layered with strips of crispy apple-wood smoked bacon and placed on a soft, toasted sesame seed bun. Choose as many toppings as you want.","https://nomnom-files.fiveguys.com/global/assets/BACONBURGER_16_9+1435X807.jpg","True","","[]"
